@RELATION svmModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {normal}

@DATA
0.044980,0.003295,2.732320,0.149083,0.189856,0.382976,0.013389,0.058352,-33.782900,2.077200,0.669150,0.468524,-0.082565,0.311866,0.194542,-0.039884,-0.062143,0.221988,-0.210234,0.231694,-0.008070,0.017360,0.001399,0.086172,0.011032,0.025584,0.015336,0.043595,0.001813,0.002886,0.006356,0.031599,0.002640,0.032796,0.038980,0.005358,0.456773,0.079513,0.076577,0.315489,0.008615,0.053879,6.990669,0.850641,0.559613,0.447774,0.331416,0.356779,0.268254,0.335790,0.212403,0.253516,0.228193,0.217056,0.137600,0.021747,0.001828,0.056685,0.015473,0.021731,0.017454,0.049337,0.002631,0.003044,0.005197,0.015867,0.003611,0.013583,normal
0.086404,0.008158,2.705579,0.179598,0.184579,0.914506,0.011634,0.161842,-34.604103,1.751378,0.890213,0.380973,0.106645,0.074425,-0.304192,0.222883,0.150283,-0.047144,-0.010680,-0.019475,-0.160781,0.015337,0.002914,0.059983,0.008859,0.010777,0.010387,0.064916,0.000827,0.003121,0.016238,0.025300,0.005206,0.027312,0.065853,0.009546,0.498491,0.077222,0.029376,0.723792,0.005961,0.156854,5.904800,1.385893,1.067660,0.477476,0.494479,0.678646,0.389819,0.397108,0.287388,0.407615,0.276006,0.163391,0.311453,0.013968,0.003230,0.054632,0.009158,0.008823,0.008106,0.051080,0.000918,0.003250,0.016662,0.024344,0.006480,0.016626,normal
0.042970,0.046044,3.119483,0.141119,0.196551,0.271624,0.057838,0.062347,-31.731995,2.250170,0.694674,0.201915,0.123096,0.048211,0.064753,-0.004251,-0.010939,-0.167493,-0.028709,-0.030270,-0.077319,0.012623,0.000661,0.008744,0.002558,0.006628,0.056420,0.074447,0.000292,0.001291,0.023785,0.024269,0.001447,0.042698,0.071712,0.051755,0.292392,0.074114,0.046817,0.506110,0.108842,0.121395,9.943091,1.217471,0.434590,0.590847,0.303690,0.342940,0.214107,0.177621,0.155264,0.263256,0.254751,0.185095,0.202910,0.027888,0.000952,0.013544,0.004154,0.006172,0.071841,0.089496,0.000495,0.002703,0.037539,0.047389,0.003337,0.013075,normal
0.095152,0.058387,2.850505,0.191633,0.218239,0.540126,0.029398,0.125758,-25.984592,2.900588,0.632086,-0.027564,-0.079254,0.204317,-0.103788,-0.091727,-0.048458,-0.127021,-0.067125,0.055666,-0.269799,0.037927,0.001066,0.013513,0.005186,0.010019,0.021533,0.027315,0.000616,0.005262,0.037823,0.078789,0.002750,0.033767,0.128390,0.061431,0.576836,0.075773,0.050692,0.388783,0.031350,0.173294,4.706941,1.057920,0.543067,0.419201,0.438620,0.397918,0.210362,0.201595,0.350671,0.151208,0.127400,0.252053,0.279029,0.040629,0.001077,0.010922,0.004263,0.008988,0.051566,0.033135,0.001470,0.005950,0.032940,0.056547,0.002203,0.012894,normal
0.102567,0.057320,2.984351,0.218688,0.217540,0.878826,0.021344,0.177326,-23.830377,2.105265,0.381560,0.220587,-0.096450,0.221863,-0.008446,-0.060724,0.084911,0.067778,-0.078858,-0.079578,-0.376494,0.024393,0.004518,0.009763,0.003167,0.010508,0.005044,0.077183,0.001333,0.004317,0.040824,0.051480,0.010677,0.040685,0.074672,0.040999,0.509020,0.071187,0.034053,0.662394,0.012824,0.165009,2.357496,0.847039,0.772822,0.717878,0.400415,0.431355,0.281144,0.208080,0.315059,0.187801,0.226805,0.253387,0.332053,0.040121,0.008313,0.016217,0.003178,0.017057,0.004606,0.107122,0.002093,0.005712,0.036549,0.054879,0.025259,0.020265,normal
0.039667,0.004394,2.829929,0.116784,0.172556,0.324484,0.032223,0.044523,-32.965888,2.165924,1.551256,0.375941,-0.258506,-0.021665,-0.555031,-0.042506,-0.246877,-0.316719,-0.033522,-0.039435,-0.015366,0.027824,0.001297,0.045225,0.029127,0.039079,0.027474,0.039897,0.000535,0.007293,0.010622,0.038479,0.002133,0.037937,0.031860,0.005566,0.441090,0.039025,0.040720,0.364935,0.026852,0.051433,5.436072,0.833673,1.043717,0.608370,0.454006,0.347927,0.445886,0.338485,0.327771,0.337699,0.232516,0.205356,0.239399,0.039579,0.001689,0.046094,0.035630,0.060817,0.043076,0.036621,0.000938,0.009742,0.017605,0.065247,0.004106,0.019457,normal
0.051690,0.009124,2.692081,0.167361,0.206742,0.314605,0.015706,0.034074,-35.950028,2.481472,0.148084,0.279321,0.096579,0.069664,0.052410,0.095726,-0.015654,-0.040687,-0.091168,0.028882,0.006827,0.007643,0.002966,0.028685,0.021855,0.033485,0.004921,0.093273,0.000913,0.003478,0.013245,0.058074,0.002567,0.038998,0.053801,0.012776,0.607241,0.089237,0.048538,0.398366,0.012527,0.042819,5.012415,1.160251,0.633591,0.457044,0.319643,0.236885,0.230130,0.225159,0.218234,0.187540,0.178799,0.131422,0.226120,0.009550,0.003833,0.025209,0.026134,0.039163,0.008318,0.078118,0.001433,0.006343,0.014088,0.043886,0.004138,0.017380,normal
0.078652,0.024481,2.828365,0.170932,0.201075,0.453249,0.011992,0.033870,-32.799073,2.302232,0.673360,0.250653,-0.027184,-0.167477,-0.190669,-0.192711,-0.068613,-0.020933,0.001503,0.100287,0.025799,0.008879,0.002662,0.018144,0.008201,0.059686,0.035435,0.043371,0.001222,0.010969,0.012102,0.014413,0.007510,0.029318,0.089296,0.028202,0.435818,0.110405,0.052964,0.519685,0.009895,0.030831,7.280144,0.974156,0.679689,0.367690,0.534837,0.413742,0.198380,0.262648,0.177760,0.219915,0.259573,0.215091,0.190034,0.020005,0.004894,0.028477,0.009229,0.051452,0.023195,0.027183,0.001693,0.016351,0.017391,0.025279,0.010001,0.013176,normal
0.035104,0.058878,2.917694,0.139480,0.196699,0.194218,0.062489,0.048620,-31.501166,2.418077,0.467360,0.327362,0.063121,-0.056707,-0.041237,-0.032125,0.050556,-0.198954,-0.203964,-0.192517,-0.155292,0.011263,0.003116,0.064363,0.007278,0.008203,0.054583,0.053882,0.000377,0.001357,0.016609,0.014577,0.000525,0.046475,0.059323,0.075518,0.672320,0.078019,0.065422,0.418124,0.107165,0.119592,9.864224,1.347583,0.558124,0.652906,0.269298,0.382004,0.300691,0.236878,0.222400,0.248291,0.303631,0.405512,0.266426,0.024887,0.005057,0.107779,0.013925,0.015740,0.069494,0.071839,0.000825,0.002327,0.033157,0.031941,0.000655,0.019486,normal
0.070857,0.008835,2.568256,0.150091,0.172176,0.368252,0.013334,0.086797,-31.212834,1.720903,-0.467791,0.552233,-0.566750,0.232252,-0.021893,-0.211498,0.097265,-0.260259,-0.136861,0.012559,-0.151695,0.034467,0.003197,0.028272,0.008573,0.018267,0.012884,0.017661,0.004081,0.005270,0.010426,0.026131,0.007968,0.021679,0.052132,0.012304,0.741208,0.076787,0.057423,0.389042,0.008471,0.079905,7.394047,0.941862,0.854867,0.450979,0.662933,0.440652,0.267292,0.342811,0.314723,0.213494,0.325784,0.341101,0.252761,0.040773,0.003159,0.033021,0.013062,0.019770,0.013004,0.022923,0.004723,0.005602,0.013077,0.033003,0.013584,0.016691,normal
0.059369,0.015706,2.697571,0.144969,0.179087,0.459643,0.013520,0.083054,-30.350918,2.120402,0.176645,0.299812,-0.245577,0.098698,-0.243207,-0.070948,-0.023906,-0.256044,-0.054132,0.045470,-0.158898,0.018166,0.006073,0.030704,0.012405,0.052013,0.022995,0.029212,0.003360,0.005087,0.013368,0.012593,0.003374,0.026041,0.055784,0.023201,0.584483,0.066254,0.048608,0.506920,0.009614,0.096211,6.423602,1.054869,0.829251,0.433756,0.502495,0.275489,0.265299,0.289505,0.271216,0.306852,0.266149,0.246810,0.294532,0.018138,0.007717,0.031870,0.014289,0.059679,0.029421,0.025798,0.006687,0.006958,0.017784,0.013641,0.004150,0.017086,normal
0.076142,0.019813,2.766067,0.149557,0.159550,0.513620,0.018012,0.102676,-29.737037,1.983775,0.578413,0.093625,-0.353108,0.112938,-0.305910,-0.139612,-0.057258,-0.189553,-0.220507,-0.176599,-0.179723,0.019889,0.006945,0.032396,0.013028,0.017453,0.033785,0.023259,0.001574,0.004525,0.010449,0.019838,0.004605,0.024511,0.064296,0.025802,0.484917,0.071063,0.058181,0.508400,0.016310,0.104555,7.324262,0.941684,0.763979,0.529293,0.737449,0.425814,0.292276,0.340473,0.261192,0.333677,0.300308,0.329540,0.384022,0.028354,0.016185,0.053570,0.021918,0.018299,0.041273,0.025879,0.002730,0.005670,0.012571,0.027950,0.010142,0.014784,normal
0.038095,0.010700,2.830726,0.106218,0.148214,0.298400,0.014227,0.052722,-30.777490,2.598038,0.400256,0.543186,0.008485,0.428227,0.206926,0.090173,-0.290338,0.316558,-0.167401,0.148498,0.057045,0.014764,0.001576,0.065907,0.007549,0.040921,0.016519,0.027550,0.002465,0.003294,0.008096,0.053168,0.002616,0.030924,0.041632,0.018646,0.294075,0.065530,0.051135,0.360248,0.008865,0.062464,5.936518,1.057169,0.498286,0.492126,0.447845,0.464203,0.264353,0.233518,0.327997,0.300126,0.260980,0.269063,0.186180,0.016270,0.001851,0.046729,0.008632,0.037938,0.018127,0.025288,0.003863,0.004557,0.008798,0.033197,0.003367,0.010845,normal
0.033689,0.006640,2.623373,0.128044,0.177657,0.360666,0.017535,0.045962,-34.341945,2.178409,0.547905,0.754496,0.376583,0.230622,0.373567,0.241692,-0.229527,0.170405,-0.168517,0.173370,-0.052336,0.021667,0.002708,0.081845,0.007841,0.033980,0.005428,0.039497,0.002774,0.005099,0.013762,0.023943,0.003466,0.032232,0.033929,0.007684,0.583900,0.080544,0.058949,0.438012,0.010648,0.053287,6.038454,1.137687,0.542445,0.475664,0.366465,0.477507,0.344039,0.340940,0.221304,0.301033,0.225260,0.239822,0.138983,0.028389,0.003092,0.073266,0.009318,0.023084,0.006507,0.033372,0.003882,0.006245,0.014892,0.022549,0.003296,0.013973,normal
0.232727,0.027571,2.915748,0.296781,0.228486,1.228814,0.011109,0.358042,-25.049155,1.807408,0.667092,-0.050415,-0.176206,0.050062,0.133429,0.088192,0.065327,0.265921,-0.067510,0.143324,-0.083571,0.008987,0.007803,0.030985,0.003895,0.032603,0.006669,0.052752,0.002698,0.005918,0.012403,0.024816,0.004908,0.022276,0.191467,0.040602,0.391819,0.141180,0.043461,0.771400,0.007562,0.273171,2.348150,1.613897,0.651848,0.416185,0.535415,0.265656,0.385454,0.270898,0.352472,0.188956,0.203992,0.132021,0.165022,0.007608,0.010574,0.043035,0.003477,0.037359,0.005175,0.046361,0.005184,0.006591,0.008091,0.030206,0.004487,0.014320,normal
0.044442,0.010953,2.640809,0.139075,0.181179,0.337897,0.011441,0.053063,-30.286475,2.111183,0.819559,0.097628,-0.261294,0.457084,0.013016,0.286074,-0.102714,0.071365,-0.153743,-0.011858,-0.024085,0.018304,0.008057,0.033493,0.010380,0.038159,0.007967,0.033067,0.003336,0.004052,0.018214,0.035102,0.004112,0.023294,0.037997,0.013153,0.377308,0.062817,0.064069,0.299583,0.007666,0.059584,7.560198,1.348776,0.804455,0.415402,0.554966,0.349389,0.248066,0.238537,0.336752,0.338254,0.167227,0.237067,0.237604,0.022375,0.013727,0.030776,0.010905,0.033942,0.009787,0.029550,0.007381,0.004443,0.014910,0.027301,0.004862,0.010219,normal
0.066364,0.018169,2.238464,0.200283,0.224211,0.803032,0.014067,0.147576,-27.651672,2.475163,-0.047303,0.210059,0.242855,0.045902,0.416863,0.197610,-0.077875,0.257614,-0.035673,0.046353,0.149071,0.006224,0.002267,0.087868,0.005016,0.025001,0.021698,0.101570,0.001675,0.002812,0.006613,0.047126,0.002715,0.038690,0.061530,0.028830,0.732045,0.074989,0.057025,0.375001,0.007784,0.119646,3.717158,1.025906,0.505215,0.449660,0.207702,0.231709,0.354736,0.239919,0.406345,0.176692,0.226146,0.147300,0.137786,0.005047,0.002841,0.048968,0.006704,0.015984,0.021608,0.060821,0.002366,0.002553,0.004487,0.026243,0.002578,0.015216,normal
0.060280,0.042847,3.108786,0.168788,0.199126,0.737171,0.023004,0.119161,-24.216086,2.888579,0.083166,0.296797,-0.316612,0.270157,0.520208,0.296246,-0.098000,-0.033481,0.007520,0.081460,0.101887,0.011712,0.004559,0.048874,0.018039,0.048272,0.006501,0.027376,0.000976,0.004699,0.015744,0.066052,0.002257,0.035907,0.028976,0.033529,0.136144,0.040045,0.020266,0.527955,0.024181,0.075299,2.550935,0.630364,0.729719,0.458131,0.455886,0.274076,0.220490,0.444216,0.183431,0.261073,0.262797,0.235272,0.136724,0.009210,0.004403,0.061667,0.019968,0.060405,0.007053,0.023825,0.001247,0.005266,0.016852,0.081211,0.002318,0.020295,normal
0.038017,0.064815,3.132551,0.145731,0.203048,0.295797,0.073415,0.060464,-30.669494,2.392137,0.607238,0.054466,-0.058877,-0.102224,0.053612,0.065045,0.015024,-0.118824,-0.172292,0.037553,-0.135112,0.014354,0.004634,0.032399,0.007509,0.009553,0.054160,0.062386,0.000386,0.002217,0.023271,0.013164,0.001473,0.044015,0.067192,0.079955,0.264330,0.081725,0.069903,0.601416,0.159557,0.116346,10.029425,1.355993,0.445508,0.517925,0.311232,0.336773,0.299275,0.212966,0.200723,0.257102,0.197594,0.392213,0.263620,0.042810,0.007348,0.073090,0.012908,0.009571,0.068841,0.076628,0.000852,0.002914,0.046574,0.031309,0.002098,0.014271,normal
0.152834,0.026829,2.818995,0.236365,0.229316,0.884822,0.019587,0.226524,-25.538462,2.414152,0.643922,0.427936,-0.234854,0.208057,0.136573,0.178301,-0.029938,0.174395,0.055182,0.104454,0.101102,0.015724,0.002736,0.069044,0.006507,0.023130,0.009084,0.033561,0.001297,0.027330,0.020661,0.037124,0.003366,0.031983,0.202139,0.028943,0.501385,0.133197,0.046422,0.820432,0.018142,0.289085,1.958673,0.941827,0.799077,0.444864,0.508521,0.547263,0.481160,0.238687,0.213047,0.228174,0.261096,0.139143,0.165540,0.015441,0.002870,0.072228,0.005914,0.016125,0.008384,0.028972,0.002340,0.046862,0.027621,0.044339,0.005661,0.015947,normal
0.150181,0.024262,2.598465,0.228796,0.185594,1.035001,0.012869,0.237296,-25.978594,1.954494,0.774310,0.337833,-0.211071,0.168767,-0.002872,-0.148166,0.049696,0.032698,-0.182262,0.056249,-0.288383,0.042006,0.002201,0.028646,0.006766,0.022847,0.007867,0.025100,0.001146,0.003716,0.009466,0.033445,0.011161,0.021885,0.147689,0.035440,0.468231,0.143242,0.039471,0.770365,0.009129,0.233612,3.001392,0.907215,0.799383,0.389985,0.503898,0.398149,0.244558,0.349964,0.275325,0.245949,0.138223,0.247736,0.261940,0.048744,0.002523,0.028627,0.007765,0.029219,0.011335,0.027650,0.001448,0.006409,0.008757,0.031087,0.024483,0.013815,normal
0.218675,0.035201,2.770443,0.274446,0.245964,1.104465,0.020711,0.324519,-25.311092,2.176336,0.332155,0.554297,-0.334884,-0.041641,0.243349,0.168305,0.149129,0.274441,0.076976,-0.027212,0.112374,0.020515,0.005429,0.026728,0.004087,0.029548,0.008403,0.055114,0.000731,0.007056,0.024741,0.045058,0.006006,0.028324,0.193008,0.028737,0.569360,0.141924,0.053629,0.937741,0.012266,0.324072,2.146239,1.076887,0.587844,0.303326,0.579514,0.327048,0.244536,0.188147,0.172005,0.196620,0.177536,0.176020,0.193059,0.035088,0.006019,0.032166,0.004447,0.033672,0.008486,0.035548,0.000857,0.008830,0.032181,0.041231,0.007217,0.015263,normal
0.075757,0.024175,2.877536,0.163983,0.186076,0.407450,0.013445,0.058422,-29.764691,2.414349,-0.122274,0.522713,-0.122450,0.018972,-0.037299,-0.221545,-0.086846,-0.153030,-0.285540,-0.099977,-0.306658,0.041321,0.004045,0.029835,0.015573,0.060698,0.010875,0.016081,0.002039,0.002835,0.007912,0.021601,0.006289,0.033616,0.094717,0.027796,0.490885,0.107550,0.054569,0.525267,0.010257,0.084420,8.139731,1.111856,0.915813,0.448310,0.341601,0.405628,0.329843,0.298943,0.262109,0.216257,0.295782,0.301122,0.347914,0.061585,0.008400,0.036987,0.017626,0.058295,0.015094,0.019683,0.002816,0.003504,0.010006,0.033669,0.009966,0.018406,normal
0.056965,0.022438,2.849010,0.138581,0.172484,0.302754,0.067489,0.078584,-34.383198,2.002692,0.738862,-0.052668,-0.075310,0.094467,-0.117968,0.039449,-0.024863,-0.168994,-0.121817,-0.179312,-0.134635,0.023068,0.003073,0.018423,0.016576,0.014447,0.055296,0.010042,0.000281,0.001582,0.049412,0.019007,0.003200,0.037964,0.071709,0.025494,0.583699,0.088341,0.083265,0.419695,0.104000,0.111561,7.896422,1.309239,0.713984,0.479582,0.286788,0.289784,0.185883,0.127839,0.180431,0.239362,0.238201,0.205359,0.146159,0.032035,0.004022,0.023635,0.023801,0.025519,0.063733,0.013103,0.000379,0.001794,0.066722,0.022372,0.004998,0.013613,normal
0.052193,0.027411,3.091006,0.216617,0.255770,0.339308,0.043727,0.072368,-36.899557,1.806675,0.433850,0.040653,-0.205243,0.019818,0.121488,0.079371,0.008359,-0.145773,-0.080026,-0.003559,0.043639,0.005861,0.000991,0.006671,0.007498,0.005882,0.097433,0.023761,0.000278,0.001798,0.017406,0.013270,0.001139,0.037152,0.064202,0.023983,0.257137,0.085365,0.025733,0.404665,0.034128,0.102487,3.843504,0.848663,0.451028,0.313011,0.250530,0.223147,0.221671,0.199455,0.172900,0.177509,0.155670,0.208177,0.195843,0.006729,0.001998,0.009899,0.010581,0.006967,0.025318,0.032734,0.000443,0.002906,0.019645,0.014783,0.001908,0.007558,normal
0.084773,0.019726,2.686225,0.188321,0.196399,0.882710,0.016061,0.168000,-26.523574,2.174741,-0.061834,0.681390,-0.235769,0.425932,0.290300,0.213860,-0.005422,0.454753,0.101415,-0.018839,0.148820,0.005724,0.003669,0.050905,0.004179,0.032084,0.005543,0.055626,0.002283,0.006694,0.019965,0.077585,0.006625,0.037189,0.037190,0.015090,0.517680,0.035784,0.021464,0.375023,0.008805,0.085544,1.607621,0.792099,0.407506,0.303947,0.280626,0.381311,0.274113,0.177521,0.283448,0.168844,0.208212,0.122273,0.101021,0.007028,0.005232,0.040838,0.003791,0.034750,0.003434,0.038843,0.003641,0.009672,0.026204,0.045784,0.010333,0.012751,normal
0.049353,0.009818,2.565136,0.139625,0.195358,0.378243,0.010554,0.054809,-32.177435,2.329224,-0.072378,0.616073,0.056920,-0.085755,-0.048680,-0.173917,-0.216524,0.051718,-0.235636,-0.054664,-0.061902,0.020964,0.003859,0.049606,0.014928,0.022677,0.014891,0.033732,0.006176,0.008873,0.015872,0.027141,0.006872,0.024167,0.034109,0.012808,0.692067,0.038751,0.029456,0.345311,0.006172,0.037313,5.325445,0.741537,0.795466,0.405248,0.527976,0.477443,0.471648,0.354843,0.336870,0.267779,0.216452,0.261600,0.255990,0.019630,0.007449,0.048327,0.013725,0.018748,0.014782,0.032351,0.011890,0.007738,0.013497,0.023797,0.010903,0.014925,normal
0.092729,0.013897,2.423665,0.218761,0.213258,0.590486,0.017029,0.094767,-36.524087,2.126134,0.318875,0.535787,0.109555,-0.452228,0.031486,0.072392,0.081256,-0.012230,-0.070106,0.210237,-0.005684,0.007520,0.002637,0.027582,0.015577,0.019067,0.020982,0.072367,0.001081,0.003348,0.007508,0.045542,0.001121,0.031191,0.068710,0.020888,0.905641,0.073567,0.051043,0.457068,0.009692,0.140556,4.314253,1.047835,0.552854,0.326001,0.250615,0.258131,0.337633,0.198739,0.275771,0.204883,0.182139,0.192282,0.165462,0.007337,0.003778,0.021262,0.029351,0.019934,0.029809,0.052629,0.001535,0.003130,0.008284,0.065683,0.001316,0.020208,normal
0.084570,0.028478,2.893555,0.193610,0.209343,0.646095,0.018577,0.175893,-25.209016,2.711679,0.347468,0.725021,-0.211367,0.311834,0.275993,0.081959,0.028036,0.226773,-0.024451,-0.032472,0.116444,0.017206,0.002492,0.094233,0.004015,0.025161,0.003545,0.043105,0.001035,0.007903,0.013641,0.059587,0.003601,0.040994,0.113512,0.014041,0.362741,0.097029,0.040582,0.582323,0.015450,0.211096,1.558099,0.681681,0.812051,0.345729,0.427812,0.279682,0.353806,0.176289,0.193719,0.215452,0.190388,0.182145,0.169811,0.014925,0.003193,0.069665,0.003053,0.035810,0.003065,0.043813,0.001527,0.012033,0.017245,0.058320,0.007736,0.015018,normal
0.074641,0.027748,2.573143,0.181210,0.191397,0.921179,0.013230,0.170526,-24.550434,2.541211,-0.337962,0.610985,-0.140091,0.283294,0.479409,0.180327,0.005089,0.059240,0.118971,-0.042562,0.146828,0.010444,0.003746,0.050314,0.007601,0.035357,0.011325,0.042933,0.003690,0.005163,0.014147,0.051190,0.009919,0.028394,0.032931,0.023911,0.699194,0.051887,0.025461,0.466005,0.008590,0.089430,2.395212,1.001855,0.724954,0.435535,0.625718,0.385607,0.395448,0.356886,0.356784,0.233489,0.253548,0.198524,0.138426,0.011709,0.003027,0.045685,0.008943,0.035589,0.017072,0.037483,0.006539,0.004826,0.016115,0.038886,0.019702,0.010729,normal
0.107530,0.017148,2.699958,0.224918,0.226385,1.071167,0.014767,0.199091,-27.159840,2.127371,0.224545,0.351233,-0.124936,0.348557,0.353133,0.191316,0.125284,0.124949,-0.018596,0.167632,0.044939,0.006031,0.003100,0.052174,0.012225,0.055366,0.010873,0.068633,0.001612,0.002565,0.012096,0.038478,0.005121,0.035336,0.070532,0.009278,0.342428,0.068349,0.039187,0.752863,0.008075,0.183861,2.828012,0.870001,0.669813,0.369395,0.374388,0.381362,0.353331,0.211284,0.299345,0.154692,0.207089,0.183320,0.166741,0.004264,0.004859,0.029710,0.013655,0.041743,0.009212,0.049941,0.001873,0.002407,0.008285,0.030177,0.005339,0.015730,normal
0.044294,0.092273,2.984128,0.135480,0.199949,0.226582,0.022518,0.045712,-24.941873,2.605657,0.219456,0.067356,-0.263634,0.108812,-0.508744,-0.281800,-0.169593,-0.137399,0.145939,0.022656,-0.140286,0.026151,0.001484,0.035041,0.015010,0.046699,0.034684,0.050899,0.001437,0.025796,0.010916,0.011061,0.003481,0.037817,0.019608,0.078791,0.479354,0.025188,0.020653,0.133784,0.016724,0.021225,5.016671,0.731369,0.526374,0.742383,0.386539,0.328529,0.502740,0.359912,0.420910,0.259041,0.410749,0.341853,0.315636,0.051025,0.001881,0.053799,0.020275,0.056947,0.043951,0.053848,0.001808,0.048076,0.014299,0.016441,0.003282,0.014424,normal
0.033462,0.010389,2.933655,0.125315,0.206282,0.256332,0.012835,0.042453,-36.754016,3.167114,0.614874,0.269671,-0.182143,-0.226660,0.207599,0.215583,0.096448,0.083190,0.039942,0.059967,0.066152,0.018401,0.005693,0.126466,0.009995,0.010600,0.012882,0.058213,0.001387,0.002672,0.011330,0.026469,0.004987,0.040651,0.020516,0.014546,0.238779,0.018633,0.022335,0.201049,0.006031,0.025216,4.417131,0.563081,0.561663,0.393977,0.343189,0.249912,0.365636,0.242436,0.226420,0.188856,0.136545,0.172005,0.263681,0.025927,0.008117,0.054342,0.011707,0.010901,0.007862,0.041620,0.002669,0.002661,0.008539,0.014765,0.005697,0.016108,normal
0.046427,0.021460,2.838156,0.149028,0.211742,0.205030,0.013408,0.019850,-32.673196,2.594542,0.002228,0.677505,0.203989,0.041651,0.036355,-0.272648,-0.110327,-0.123984,-0.089793,-0.154357,-0.169005,0.040225,0.004691,0.028145,0.011933,0.054435,0.009168,0.055848,0.003153,0.003491,0.014950,0.029351,0.005555,0.035489,0.058928,0.020727,0.527876,0.085746,0.049851,0.308384,0.009817,0.009966,7.215348,0.739068,0.595540,0.452144,0.450651,0.310926,0.297650,0.224397,0.281901,0.161003,0.181535,0.298839,0.344295,0.042744,0.008489,0.022437,0.016224,0.051007,0.009553,0.028417,0.008047,0.004901,0.020266,0.034927,0.007799,0.010925,normal
0.050794,0.015014,2.800601,0.118566,0.182803,0.353146,0.015913,0.062387,-34.818896,3.228044,0.681015,0.239376,-0.107068,-0.173615,0.110781,0.207612,0.017377,-0.100397,0.002537,0.023470,-0.075637,0.009854,0.003636,0.050525,0.012164,0.026557,0.021354,0.117480,0.001306,0.005767,0.010776,0.024404,0.002532,0.036644,0.048443,0.023227,0.432457,0.042372,0.027961,0.392510,0.008309,0.075696,4.269758,0.652482,0.920697,0.300666,0.509569,0.398663,0.281184,0.334222,0.240203,0.233449,0.229232,0.163337,0.225303,0.006239,0.003858,0.034958,0.012560,0.026793,0.017521,0.058271,0.001454,0.006363,0.008284,0.013687,0.002399,0.015372,normal
0.034387,0.068344,2.974830,0.127028,0.195947,0.152473,0.071475,0.027414,-29.758586,2.417116,0.328752,0.330715,0.036560,0.100319,0.063883,-0.019033,0.050195,-0.114155,-0.068730,-0.012353,-0.142632,0.028434,0.002362,0.028964,0.006407,0.033915,0.055080,0.048556,0.000904,0.001782,0.013147,0.018401,0.002115,0.040406,0.048971,0.091085,0.648786,0.068400,0.061196,0.168693,0.166320,0.022895,10.284499,1.260111,0.653349,0.404113,0.497373,0.324126,0.222870,0.280849,0.265959,0.193757,0.193160,0.336214,0.279208,0.051436,0.006943,0.050955,0.007789,0.052640,0.068973,0.060509,0.001693,0.002636,0.019782,0.027055,0.002637,0.012375,normal
